"","county_name","urbanicity","sum_aapi_pop","sum_black_pop","sum_latinx_pop","sum_native_pop","sum_white_pop","total_pop"
"1919","Suffolk County","suburban",175.11,39138.73,32003.62,448.52,51153.62,122919.6
"1920","Suffolk County","urban",2826.92,21201.07,35592.12,170.08,40498.12,100288.31
"1921","Sullivan County","rural",37.89,4169.3,3484.18,120.67,4898.18,12710.22
"1922","Sullivan County","small/mid",51.46,3254.29,2202.46,33.97,5125.46,10667.64
"1923","Sully County","rural",2.41,7.25,3.65,109.91,3.65,126.87
"1924","Summers County","rural",2,74.67,141.05,0.84,209.05,427.61
"1925","Summit County","rural",81.32,871.3,333.62,29.98,135.62,1451.84
"1926","Summit County","small/mid",86.77,11969.84,10617.43,61.87,22216.43,44952.34
"1927","Sumner County","small/mid",9.5,155.21,337,22.41,337,861.12
"1928","Sumner County","suburban",41.24,3911.91,2926.86,48.8,6356.86,13285.67
"1929","Sumter County","rural",28.17,7638.84,11268.85,29.67,18477.85,37443.38
"1930","Sumter County","small/mid",2,19144.23,8590.63,0,26870.63,54607.49
"1931","Sunflower County","rural",0,2757.29,1293.73,0,4030.73,8081.75
"1932","Surry County","rural",11.06,1808.89,2514.42,13.01,3486.42,7833.8
"1933","Susquehanna County","rural",1,80.97,67.83,0,108.83,258.63
"1934","Sussex County","small/mid",0,0,0,0,0,0
"1935","Sussex County","suburban",86.21,2244.9,2126.61,2.18,3624.61,8084.51
"1936","Sutter County","small/mid",149.74,2926.19,3481.12,170.12,1514.12,8241.29
"1937","Sutton County","rural",0,223.93,70.83,0,20.83,315.59
"1938","Suwannee County","rural",0,3370.61,2258.43,1.79,5162.43,10793.26
"1939","Swain County","rural",0,120.18,56.46,926.7,83.46,1186.8
"1940","Sweet Grass County","rural",0,0,0,0,0,0
"1941","Sweetwater County","rural",0,245,428.76,121.5,167.76,963.02
"1942","Swift County","rural",0,47.1,0,29.95,0,77.05
"1943","Swisher County","rural",0,391.06,541.31,0,265.31,1197.68
"1944","Switzerland County","rural",0,0,0,0,0,0
"1945","Talbot County","rural",12.65,4047.5,2135.5,0,6094.5,12290.15
"1946","Taliaferro County","rural",0,166.19,150.56,0,303.56,620.31
"1947","Talladega County","rural",0,10575.08,3822.58,0,14318.58,28716.24
"1948","Tallahatchie County","rural",0,921.68,1042,0,1943,3906.68
"1949","Tallapoosa County","rural",0,4914.18,2548.57,0,7417.57,14880.32
"1950","Tama County","rural",0,95.5,67.45,160,62.45,385.4
"1951","Taney County","rural",0,154.5,255.5,18.5,229.5,658
"1952","Tangipahoa Parish","small/mid",240.43,3740.21,10224.53,0,13295.53,27500.7
"1953","Taos County","rural",0,1066.37,0,168.01,0,1234.38
"1954","Tarrant County","urban",1299.13,98276.78,77064.28,193.04,126683.28,303516.51
"1955","Tate County","suburban",0,1563.62,1009,0,2542,5114.62
"1956","Tattnall County","rural",0,3574.5,860.5,0,4276.5,8711.5
"1957","Taylor County","rural",6.16,4251.52,2718.99,10.14,6840.99,13827.8
"1958","Taylor County","small/mid",42.57,9851.84,9661.39,20.62,10455.39,30031.81
"1959","Tazewell County","rural",35.34,614.16,304.78,3.16,898.78,1856.22
"1960","Tazewell County","small/mid",7,1316.69,695.57,0,1264.57,3283.83
"1961","Tehama County","rural",161.25,1225.28,1866.95,409.04,363.95,4026.47
"1962","Telfair County","rural",0,2269,472.91,0,2741.91,5483.82
"1963","Teller County","small/mid",75.15,267.34,318,22.95,274,957.44
"1964","Tensas Parish","rural",199.93,527,2690.89,0,2934.89,6352.71
"1965","Terrebonne Parish","small/mid",36.29,3498.17,8702.21,268.87,11927.21,24432.75
"1966","Terrell County","rural",0,34.5,55.5,0,55.5,145.5
"1967","Terrell County","small/mid",0,525,2033.07,0,2558.07,5116.14
"1968","Terry County","rural",0,1925,1943,0,876,4744
"1969","Teton County","rural",1.99,226.58,69.59,38.93,45.59,382.68
"1970","Texas County","rural",7.5,1036.22,1296.79,73.5,424.79,2838.8
"1971","Thayer County","rural",0,8.6,21.15,10.8,21.15,61.7
"1972","Thomas County","rural",0,7186.59,7888.49,4.27,14877.49,29956.84
"1973","Throckmorton County","rural",40.47,1025.41,187.05,22.95,179.05,1454.93
"1974","Thurston County","rural",0,67.87,0,262.72,0,330.59
"1975","Thurston County","small/mid",484.97,2188.59,1606.08,1101.5,2508.08,7889.22
"1976","Tift County","rural",6.16,7189.54,3534.59,31.25,10214.59,20976.13
"1977","Tillamook County","rural",86.92,241.6,469.07,0,430.07,1227.66
"1978","Tillman County","rural",0,455.5,715.5,68.13,825.5,2064.63
"1979","Tioga County","rural",0,136.83,111,0,184,431.83
"1980","Tioga County","small/mid",122.56,185.51,246.45,41.54,294.45,890.51
"1981","Tippah County","rural",13.56,461.98,339.5,0,694.5,1509.54
"1982","Tippecanoe County","small/mid",42.22,3363.13,2325.14,0,4604.14,10334.63
"1983","Tipton County","rural",0,49.5,42.5,0,42.5,134.5
"1984","Tipton County","suburban",129.04,4411.94,10106.2,134.81,12558.2,27340.19
"1985","Tishomingo County","rural",0,199.5,463.51,0,499.51,1162.52
"1986","Titus County","rural",29.02,1611,1775,0,2644,6059.02
"1987","Todd County","rural",8.88,303.34,421.29,444.48,622.29,1800.28
"1988","Tolland County","suburban",0,0,0,0,0,0
"1989","Tom Green County","small/mid",10.77,7292.66,9944.23,16.26,3664.23,20928.15
"1990","Tompkins County","small/mid",22,1318.42,535.46,59.71,1624.46,3560.05
"1991","Tooele County","suburban",26.05,562.5,609.62,55.72,65.62,1319.51
"1992","Toole County","rural",24,208.58,190.5,871.64,190.5,1485.22
"1993","Toombs County","rural",0,5280.84,1770.76,0,6583.76,13635.36
"1994","Torrance County","small/mid",213.44,11966,1135,811,1135,15260.44
"1995","Towner County","rural",2.46,18.64,14.75,153.8,14.75,204.4
"1996","Towns County","rural",0,0,36.7,0,32.7,69.4
"1997","Traill County","rural",0,3.26,0,105,0,108.26
"1998","Transylvania County","rural",0,282,344.5,0,585.5,1212
"1999","Traverse County","rural",0,0,0,12,0,12
"2000","Travis County","urban",351.27,59660.26,56435.15,36.67,62644.15,179127.5
"2001","Treasure County","rural",0,0,0,0,0,0
"2002","Trego County","rural",0,5.1,5.25,0,5.25,15.6
"2003","Trempealeau County","rural",0,59.5,39.5,11.58,33.5,144.08
"2004","Treutlen County","rural",0,434.5,414,4,819,1671.5
"2005","Trigg County","small/mid",6.72,206.35,674.01,0,828.01,1715.09
"2006","Trimble County","suburban",2.18,31.87,47.18,5.45,47.18,133.86
"2007","Trinity County","rural",18.88,812.5,190.29,172.58,923.29,2117.54
"2008","Tripp County","rural",5.26,15.42,11.19,674.84,11.19,717.9
"2009","Troup County","rural",120.6,12641.37,11008.73,8.35,23268.73,47047.78
"2010","Trousdale County","suburban",0,250.73,223.5,0,433.5,907.73
"2011","Trumbull County","small/mid",25,2277.83,2815.89,0,4964.89,10083.61
"2012","Tucker County","rural",0.45,2.66,29.79,0.3,29.79,62.99
"2013","Tulare County","small/mid",1138.88,30521.93,36865.66,1101.11,5691.66,75319.24
"2014","Tulsa County","small/mid",344.71,40124.4,19552.87,8200.91,52173.87,120396.76
"2015","Tunica County","suburban",0,1442.52,1462.08,0,2896.08,5800.68
"2016","Tuolumne County","rural",32,360.52,463.45,287.9,181.45,1325.32
"2017","Turner County","rural",0,1065.5,874.09,0,1769.09,3708.68
"2018","Turner County","small/mid",0,50.01,5.46,25.24,5.46,86.17
"2019","Tuscaloosa County","small/mid",6.81,18568.35,9115.61,0,27501.61,55192.38
"2020","Tuscarawas County","rural",35.31,432.5,602,0,713,1782.81
"2021","Tuscola County","rural",0,411.82,128,159.95,424,1123.77
"2022","Twiggs County","small/mid",0,446,0,0,446,892
"2023","Twin Falls County","rural",20.74,1379.32,45.67,34.96,45.67,1526.36
"2024","Tyler County","rural",0.24,1055.55,445.44,0,1091.44,2592.67
"2025","Tyrrell County","rural",0,136,97,0,233,466
"2026","Uinta County","rural",46.09,98.5,91.61,17.13,47.61,300.94
"2027","Uintah County","rural",40.5,450,434,329.5,106,1360
"2028","Ulster County","small/mid",155.06,4974.11,4275.31,76.65,7209.31,16690.44
"2029","Umatilla County","rural",93.4799999999999,847.74,938.85,486.57,279.85,2646.49
"2030","Unicoi County","small/mid",0,26.48,31.88,0,31.88,90.24
"2031","Union County","rural",428.06,3855.94,6315.17,48.38,8198.17,18845.72
"2032","Union County","small/mid",0,3960.42,1226.54,131.5,5009.54,10328
"2033","Union County","suburban",5.45,5696.21,3744.44,60.11,8123.44,17629.65
"2034","Union County","urban",327.44,51022.29,30202.92,40.26,65820.92,147413.83
"2035","Union Parish","small/mid",12.87,779.57,4960.19,9.42,5528.19,11290.24
"2036","Upshur County","rural",1.6,9.42,79.37,1.09,79.37,170.85
"2037","Upshur County","small/mid",65.56,1324.31,1941.66,0,3142.66,6474.19
"2038","Upson County","rural",0,3305,2609.37,0,5907.37,11821.74
"2039","Upton County","rural",0,332,148.1,0,50.1,530.2
"2040","Utah County","small/mid",428.96,3075.08,1763.81,255.54,759.81,6283.2
"2041","Uvalde County","rural",0,900,2045.73,0,364.73,3310.46
"2042","Val Verde County","rural",9.23,18489.5,2323.19,14.91,175.19,21012.02
"2043","Valdez-Cordova Census Area","rural",0,0,0,0,0,0
"2044","Valencia County","small/mid",0,2415.5,84.66,176.94,84.66,2761.76
"2045","Valley County","rural",0,108.89,2,77.5,2,190.39
"2046","Van Buren County","rural",0,118.5,40.02,0,40.02,198.54
"2047","Van Buren County","small/mid",14.94,2172.5,1000.5,6.96,2865.5,6060.4
"2048","Van Wert County","rural",0,62,0,0,62,124
"2049","Van Zandt County","rural",2,787.69,1219.13,2.24,1651.13,3662.19
"2050","Vance County","rural",28.5,2551.95,3186.5,1.9,5601.5,11370.35
"2051","Vanderburgh County","small/mid",26.45,6031.75,5779.48,59.03,11335.48,23232.19
"2052","Venango County","rural",1.96,686.76,750.5,8.62,1325.5,2773.34
"2053","Ventura County","small/mid",1173,34069.19,30589.81,352.43,9676.81,75861.24
"2054","Vermilion County","small/mid",0,4334.31,3304.9,0,7310.9,14950.11
"2055","Vermilion Parish","small/mid",67,1604.94,1949.88,0,3262.88,6884.7
"2056","Vermillion County","small/mid",0,37.82,56.5,26.82,67.5,188.64
"2057","Vernon County","rural",19,116.31,272.33,44.16,290.33,742.13
"2058","Vernon Parish","rural",31.12,1022.57,2971.5,43.92,3929.5,7998.61
"2059","Victoria County","small/mid",26.29,9745.26,9442.81,7.28,5242.81,24464.45
"2060","Vigo County","small/mid",8.51,2036.76,1772.45,0,3642.45,7460.17
"2061","Vilas County","rural",0,46.49,126.44,1319.82,126.44,1619.19
"2062","Vinton County","rural",0.8,0.92,17.26,0.66,17.26,36.9
"2063","Virginia Beach city","urban",403.72,20514.33,17552.06,36.29,37124.06,75630.46
"2064","Volusia County","small/mid",79.33,24566.02,19126.27,49.41,40766.27,84587.3
"2065","Wabash County","rural",0,67.83,73.43,0,87.43,228.69
"2066","Wabasha County","small/mid",71.92,45,19,0,19,154.92
"2067","Wabaunsee County","small/mid",0,26,9.5,0,9.5,45
"2068","Wade Hampton Census Area","rural",0,0,0,0,0,0
"2069","Wadena County","rural",0,10,44,41.65,54,149.65
"2070","Wagoner County","small/mid",0,571.68,483.41,372.04,980.41,2407.54
"2071","Wahkiakum County","rural",4.95,10.5,0,9.5,0,24.95
"2072","Wake County","urban",431.98,33671.25,22831.99,245.93,50888.99,108070.14
"2073","Wakulla County","small/mid",98.76,2234.75,1666.48,0,2577.48,6577.47
"2074","Waldo County","rural",0,0,23.53,25.86,23.53,72.92
"2075","Walker County","rural",21.45,3607.5,2758.15,34.11,5236.15,11657.36
"2076","Walker County","small/mid",16,1566.3,1006.09,0,2461.09,5049.48
"2077","Walker County","suburban",26.25,2543.94,1403.33,1.83,3818.33,7793.68
"2078","Walla Walla County","small/mid",20.68,498,736.5,78.78,220.5,1554.46
"2079","Wallace County","rural",0,6,0,0,0,6
"2080","Waller County","suburban",0,2273.5,1596,0,2980,6849.5
"2081","Wallowa County","rural",0,0,0,0,0,0
"2082","Walsh County","rural",0,93,137.8,101.8,85.8,418.4
"2083","Walthall County","rural",0,829,277.59,0,1106.59,2213.18
"2084","Walton County","small/mid",24.19,1187.53,1527.23,0,2413.23,5152.18
"2085","Walton County","suburban",9.5,6438.01,3698.5,26.96,9937.5,20110.47
"2086","Walworth County","rural",44.61,1037.78,1725.23,625.65,913.23,4346.5
"2087","Wapello County","rural",0,271.49,291.1,4.19,197.1,763.88
"2088","Ward County","rural",50.87,1505.85,1037.5,794.06,848.5,4236.78
"2089","Ware County","rural",0,7455.5,3642.6,0,11016.6,22114.7
"2090","Warren County","rural",9.5,5933.96,4961.25,59.97,10201.25,21165.93
"2091","Warren County","small/mid",270.55,8123.69,6177.33,145.8,12315.33,27032.7
"2092","Warren County","suburban",53.83,2214.97,1831.88,0.92,3454.88,7556.48
"2093","Warrick County","small/mid",24.7,62.71,352.5,0,373.5,813.41
"2094","Wasatch County","rural",46.98,338,113.13,51.15,51.13,600.39
"2095","Wasco County","rural",23.9,349.7,185.91,145.26,19.91,724.68
"2096","Waseca County","rural",0,39,52.5,0,52.5,144
"2097","Washakie County","rural",0,114.84,12,25.99,0,152.83
"2098","Washburn County","rural",0,13.5,58.44,52.28,62.44,186.66
"2099","Washington County","rural",72.19,18883.02,12102,1385.52,27978,60420.73
"2100","Washington County","small/mid",261.22,15870.39,9237.61,788.38,20768.61,46926.21
"2101","Washington County","suburban",1009.8,9993.84,10954.56,703.13,11416.56,34077.89
"2102","Washington Parish","rural",0,2250.9,2374.16,0,4601.16,9226.22
"2103","Washita County","rural",0,105.86,145.75,72,66.75,390.36
"2104","Washoe County","small/mid",1104.48,11535.53,10246.3,2302.02,9962.3,35150.63
"2105","Washtenaw County","small/mid",113.66,20365.76,6227.29,175.75,26409.29,53291.75
"2106","Watauga County","rural",0,277,112.5,0,270.5,660
"2107","Watonwan County","rural",9.5,107,111.15,0,15.15,242.8
"2108","Waukesha County","suburban",118.5,3563.83,4415.67,236.38,5411.67,13746.05
"2109","Waupaca County","rural",44.55,148.38,220.5,76.09,186.5,676.02
"2110","Waushara County","rural",14.5,183.51,361.88,32.91,337.88,930.68
"2111","Wayne County","rural",22.62,6301.68,5514.88,38.17,11194.88,23072.23
"2112","Wayne County","small/mid",68.7,7880.19,4297.01,4.17,11627.01,23877.08
"2113","Wayne County","suburban",0,2327.86,1754.87,4,3272.87,7359.6
"2114","Wayne County","urban",712.18,354918.21,52781,647.66,405758,814817.05
"2115","Waynesboro city","small/mid",6.38,948.86,373.25,2.54,1272.25,2603.28
"2116","Weakley County","rural",0,581.68,621.74,0,1144.74,2348.16
"2117","Webb County","small/mid",58.73,18879.27,10181.75,9.45,456.75,29585.95
"2118","Weber County","small/mid",462.62,9202.51,7738.6,429.33,4441.6,22274.66
"2119","Webster County","rural",17.03,1354.14,2189.03,56.82,3264.03,6881.05
"2120","Webster County","small/mid",0,57,25,0,76,158
"2121","Webster Parish","small/mid",5.81,2177.06,6290.36,42.76,8200.36,16716.35
"2122","Weld County","small/mid",105.23,8629.5,12161.19,462.05,1038.19,22396.16
"2123","Wells County","rural",0.63,30.27,23.06,137,23.06,214.02
"2124","Wells County","small/mid",0,229.7,258.03,9.5,285.03,782.26
"2125","West Baton Rouge Parish","small/mid",32.12,940.5,6591.5,0,7263.5,14827.62
"2126","West Carroll Parish","rural",0,213.56,431.5,0,616.5,1261.56
"2127","West Feliciana Parish","small/mid",0,669,736.74,0,1405.74,2811.48
"2128","Westchester County","suburban",158.33,35799.81,35405.21,69.04,52767.21,124199.6
"2129","Westmoreland County","rural",42.64,1435.02,2539.17,7.5,3682.17,7706.5
"2130","Westmoreland County","suburban",13.42,3890.96,3775.11,30.65,7430.11,15140.25
"2131","Weston County","rural",0,46.68,20.49,24.45,20.49,112.11
"2132","Wetzel County","rural",5.9,13.07,149.93,2.22,149.93,321.05
"2133","Wexford County","rural",1.62,66.31,35.81,75.71,66.81,246.26
"2134","Wharton County","rural",24.37,3378.5,2954,0,3209,9565.87
"2135","Whatcom County","small/mid",186.7,1544.92,1511.36,2605.63,1192.36,7040.97
"2136","Wheatland County","rural",0,0,0,0,0,0
"2137","Wheeler County","rural",0.15,369.6,333.17,0.31,505.17,1208.4
"2138","White County","rural",0,690.87,1341.59,59.5,1736.59,3828.55
"2139","White Pine County","rural",0,121.49,76,65.19,40,302.68
"2140","Whiteside County","rural",0,1180,1120.5,4,1128.5,3433
"2141","Whitfield County","small/mid",31.65,4801.78,2777.75,24.41,4912.75,12548.34
"2142","Whitley County","rural",3.75,9.5,137.47,0,137.47,288.19
"2143","Whitley County","small/mid",0,213.64,197,27.71,298,736.35
"2144","Whitman County","rural",32.3,75.25,68.54,38.39,68.54,283.02
"2145","Wibaux County","rural",0.92,33.94,11.46,95.84,11.46,153.62
"2146","Wichita County","rural",0,19.14,2.91,2.91,2.91,27.87
"2147","Wichita County","small/mid",100.73,7236.42,6648.68,52.38,9707.68,23745.89
"2148","Wicomico County","small/mid",111.53,16560.27,7945.89,27.83,22642.89,47288.41
"2149","Wilbarger County","rural",0,891.6,885.18,0,1085.18,2861.96
"2150","Wilcox County","rural",0,1475.5,1490.49,0,2956.49,5922.48
"2151","Wilkes County","rural",0,2625.1,1430.76,0,3575.76,7631.62
"2152","Wilkin County","rural",0,12,0,0,0,12
"2153","Wilkinson County","rural",0,735,797.5,0,1532.5,3065
"2154","Will County","suburban",63.74,17009.28,10052.3,572.17,23356.3,51053.79
"2155","Willacy County","rural",0,1300.5,1950,0,19,3269.5
"2156","Williams County","rural",6.98,442.73,1562.8,415.67,1586.8,4014.98
"2157","Williamsburg city","suburban",6.98,3338.07,591.98,1.5,3874.98,7813.51
"2158","Williamsburg County","rural",0,7086.59,2732.5,0,9532.5,19351.59
"2159","Williamson County","small/mid",31.18,621.5,685,9.12,1195,2541.8
"2160","Williamson County","suburban",163.95,12183.41,13473.8,28.5,13938.8,39788.46
"2161","Wilson County","rural",14.07,5973.45,5115.98,9.5,10206.98,21319.98
"2162","Wilson County","suburban",9.2,4432.07,3663.68,25.42,4046.68,12177.05
"2163","Winchester city","small/mid",32.94,1389.42,680.07,2.49,1871.07,3975.99
"2164","Windham County","rural",0,0,0,0,0,0
"2165","Windham County","small/mid",0,0,0,0,0,0
"2166","Windsor County","rural",0,0,0,0,0,0
"2167","Winkler County","rural",0,1759.66,388.61,0,101.61,2249.88
"2168","Winn Parish","rural",0,794.33,850.31,0,1555.31,3199.95
"2169","Winnebago County","rural",31.75,9.5,9.5,0,9.5,60.25
"2170","Winnebago County","small/mid",249.06,19846.86,13808.25,351.48,30120.25,64375.9
"2171","Winneshiek County","rural",0,0,7.71,0,7.71,15.42
"2172","Winona County","rural",23.46,257,153.76,0,338.76,772.98
"2173","Winston County","rural",11.57,1418.73,4017.9,37.05,5343.9,10829.15
"2174","Wirt County","small/mid",0.17,1.36,21.92,0,21.92,45.37
"2175","Wise County","rural",3.06,312.3,215.68,3.05,511.68,1045.77
"2176","Wise County","suburban",18.49,719.2,719.92,15.21,408.92,1881.74
"2177","Wolfe County","rural",0,18.82,68.86,0,68.86,156.54
"2178","Wood County","rural",34.63,1249.99,702.07,168.15,1439.07,3593.91
"2179","Wood County","small/mid",2.5,1125.4,1076.53,0,1774.53,3978.96
"2180","Woodbury County","small/mid",118.64,2251.1,1587.42,1847.7,2220.42,8025.28
"2181","Woodford County","small/mid",0,575.21,712.9,0,1028.9,2317.01
"2182","Woodruff County","rural",0,0,143.5,0,143.5,287
"2183","Woods County","rural",0,28.5,28.5,80.74,28.5,166.24
"2184","Woodson County","rural",0,0,0,2,0,2
"2185","Woodward County","rural",0,137.96,117.48,122.06,69.48,446.98
"2186","Worcester County","small/mid",676.33,15960.46,11052.99,159.86,13018.99,40868.63
"2187","Worth County","rural",0,10.1,17.6,0,17.6,45.3
"2188","Worth County","small/mid",0,1955,898,0,2853,5706
"2189","Wrangell City and Borough","rural",0,0,0,0,0,0
"2190","Wright County","rural",0,57,10.69,30.67,10.69,109.05
"2191","Wright County","suburban",19,175.5,329,89.5,425,1038
"2192","Wyandot County","rural",0,103.82,29.07,0,65.07,197.96
"2193","Wyandotte County","suburban",44.2,866.6,5316.02,27.42,5316.02,11570.26
"2194","Wyoming County","rural",3.53,263.77,431.33,1.44,477.33,1177.4
"2195","Wyoming County","small/mid",0,112.78,19,0,90,221.78
"2196","Wythe County","rural",2.03,471.18,467.82,0,804.82,1745.85
"2197","Yadkin County","small/mid",0,621.16,360.03,1,696.03,1678.22
"2198","Yakima County","small/mid",333.76,12229.69,9739.84,4638.91,3197.84,30140.04
"2199","Yakutat City and Borough","rural",0,0,0,0,0,0
"2200","Yalobusha County","rural",0,860.5,389,0,1240,2489.5
"2201","Yamhill County","suburban",193.11,949.61,1027.2,258.11,153.2,2581.23
"2202","Yancey County","rural",0,29.5,46.25,9.5,42.25,127.5
"2203","Yankton County","rural",0,90,8,358,90,546
"2204","Yates County","suburban",0,181.87,220.08,0,258.08,660.03
"2205","Yavapai County","small/mid",85.19,3857.43,5140.36,1568.86,898.36,11550.2
"2206","Yazoo County","small/mid",48.8,1726.65,3445,0,5119,10339.45
"2207","Yell County","rural",9.5,111.59,28.7,0,28.7,178.49
"2208","Yellow Medicine County","rural",0,13,15.92,43.5,6.92,79.34
"2209","Yellowstone County","small/mid",87.76,787.24,463.07,1905.45,463.07,3706.59
"2210","Yoakum County","rural",0,246.5,509.61,0,18.61,774.72
"2211","Yolo County","suburban",528.99,7276.79,8375.58,659.02,4978.58,21818.96
"2212","York County","rural",0,100.31,59.32,0,92.32,251.95
"2213","York County","small/mid",3328.51,27055.08,19183.91,105.62,28853.91,78527.03
"2214","York County","suburban",78.57,22950.41,8640.1,72.78,30169.1,61910.96
"2215","Young County","rural",0,388,296.5,54.16,258.5,997.16
"2216","Yuba County","small/mid",1237.07,4865.72,2645.17,233.22,2240.17,11221.35
"2217","Yukon-Koyukuk Census Area","rural",0,0,0,0,0,0
"2218","Yuma County","rural",0,197,80.9,23.3,10.9,312.1
"2219","Yuma County","small/mid",98.71,9327.47,10750,1408.64,1726,23310.82
"2220","Zapata County","rural",0,2784,237.79,0,23.79,3045.58
"2221","Zavala County","rural",0,1439.74,487.17,0,94.17,2021.08
"2222","Ziebach County","rural",38.66,83,154.64,445.4,154.64,876.34
